date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
2019-07-18 05:20:00,95995,99936.0,98662.0,100099.05692517688,100018.19987404373,99065.39091433624,98808.37650550764,98233.36219389156
2019-07-18 05:25:00,97075,95995.0,99340.0,98472.22784867365,98632.0480534441,98185.0716214108,98830.3381778326,97938.88366110472
2019-07-18 05:30:00,99373,97075.0,101059.0,97918.3732281936,98463.2529545758,97285.73534187004,98856.5,97687.09349169834
2019-07-18 05:35:00,93820,99373.0,101878.0,98494.98051483174,97751.38771594719,97441.45000712515,98869.94062207104,97415.49856195448
2019-07-18 05:40:00,97058,93820.0,96897.0,96657.4209238301,97389.68636343762,96141.1149810218,98841.32455173774,97143.43425390466
2019-07-18 05:45:00,96399,97058.0,102632.0,96806.80387801898,97532.01457249164,95974.30279503884,98596.25,96896.6947436175
2019-07-18 05:50:00,99151,96399.0,102040.0,96651.34987466744,95918.28136587019,95506.68448099752,98104.95801408523,96676.5798601108
2019-07-18 05:55:00,96497,99151.0,96333.0,97638.4586837583,97025.12582790125,96245.71863068566,97409.61854192831,96492.38098255113
2019-07-18 06:00:00,95870,96497.0,100130.0,97185.98977062668,96398.61412804035,95979.7104147985,96758.75,96295.32929959412
2019-07-18 06:05:00,99107,95870.0,97930.0,96664.33754643291,96257.82110394402,95941.62326790768,96195.1469062796,96125.46123749737
2019-07-18 06:10:00,95330,99107.0,98300.0,97632.5975818062,97290.61072521475,96322.04666429576,95682.24159963107,95968.89594213427
2019-07-18 06:15:00,97381,95330.0,98559.0,96719.8586101344,95529.50649276616,96177.15590951956,95009.5,95813.3462911239
2019-07-18 06:20:00,97208,97381.0,95594.0,96981.93198200088,97208.52279120403,96237.96513861055,94139.10943022452,95655.25817195316
2019-07-18 06:25:00,97970,97208.0,98521.0,97071.54429285658,96776.9755177562,96442.08388350124,93245.49493719888,95547.17326269348
2019-07-18 06:30:00,94589,97970.0,95770.0,97427.68795630443,97187.19879422132,96764.905608332,93358.0,95460.2660875126
2019-07-18 06:35:00,96963,94589.0,94393.0,96302.44525362516,95491.75177527222,96254.29438203176,94652.39910761238,95336.7410514762
2019-07-18 06:40:00,93629,96963.0,96089.0,96564.28608274052,96534.0299849866,96302.77115937458,96823.98885148855,95241.06598368337
2019-07-18 06:45:00,97733,93629.0,97203.0,95400.75233203555,95966.5351003191,95518.89357799829,98070.25,95149.14850799748
2019-07-18 06:50:00,94693,97733.0,99849.0,96325.2444599531,95340.73009985223,95934.4273164942,98086.6352922118,95056.65021570049
2019-07-18 06:55:00,98130,94693.0,101207.0,95678.2303478624,95456.87487415742,95473.27748726084,97066.25479312628,95009.584423741
2019-07-18 07:00:00,97117,98130.0,96626.0,96650.10043438995,95890.29615174845,96154.98728481344,96143.75,94930.7996542
2019-07-18 07:05:00,97099,97117.0,100570.0,96835.1772505719,96672.84587527525,96265.3384872252,95510.15080177633,94877.22563794036
2019-07-18 07:10:00,95799,97099.0,94972.0,96939.75536136264,96252.30578419166,96701.52542917267,95183.48817115928,94852.9099511094
2019-07-18 07:15:00,95693,95799.0,95857.0,96487.56524195736,96090.98113746464,96365.56771130342,95282.0,94802.74277032788
2019-07-18 07:20:00,96552,95693.0,96772.0,96172.60327569777,96292.1745406541,96332.31241980624,95826.09442727308,94751.2077295237
2019-07-18 07:25:00,96830,96552.0,95978.0,96324.07253280393,96435.57470894407,96193.84708413604,96664.1264192088,94736.43457636224
2019-07-18 07:30:00,91608,96830.0,97250.0,96523.96904512071,96468.10076534816,96467.0662608346,96891.5,94708.76411700764
2019-07-18 07:35:00,96674,91608.0,97835.0,94575.30178060716,94901.97968158947,95195.5096696032,96355.75744770396,94702.9053716462
